 X Translation (mm), Y Translation (mm), Z Translation (mm), 
1.062101841,5.016964764,5.125323274, 
0.78845938,5.016964764,6.20146685, 
0.78845938,3.197596353,2.178443522, 
-1.102278774,3.197596353,-0.354082245, 
-1.102278774,1.963652798,-2.55099872, 
-0.431965642,1.963652798,-4.506468288, 
-0.431965642,1.999261019,-3.766921578, 
0.827687244,1.999261019,0.850035218, 
0.827687244,3.808291104,-0.064198933, 
0.978063522,3.808291104,4.288363755, 
0.978063522,4.906903513,3.239599725, 
1.071293282,4.906903513,6.34141173, 
1.071293282,4.386974791,4.065221653, 
1.014837752,4.386974791,6.313060176, 
1.014837752,4.03956902,3.105499205, 
0.119385035,4.03956902,1.750332098, 
0.119385035,1.982792133,-1.34769295, 
-2.527640126,1.982792133,-3.890386933, 
-2.527640126,0.492547567,-7.34902924, 
-2.521668386,0.492547567,-2.488303694, 
-2.521668386,2.52479863,-3.972794955, 
0.937292985,2.52479863,-0.233618643, 
0.937292985,2.957120584,-1.413888728, 
1.692720281,2.957120584,2.163737479, 
1.692720281,4.109150557,1.699082946, 
1.746145072,4.109150557,4.29669609, 
1.746145072,4.234019415,3.151241737, 
1.848681275,4.234019415,6.316834015, 
1.848681275,4.126834352,3.922133094, 
1.155846205,4.126834352,7.634972661, 
1.155846205,3.349269043,3.286576178, 
0.948212765,3.349269043,3.028359454, 
0.948212765,2.666915599,-0.025601912, 
-0.275898258,2.666915599,-1.684993918, 
-0.275898258,1.061335826,-4.819954132, 
-0.021110063,1.061335826,-1.536296036, 
-0.021110063,2.039902425,-3.545977803, 
0.993077062,2.039902425,0.756941984, 
0.993077062,3.161372594,-0.59638376, 
0.991252484,3.161372594,3.14477779, 
0.991252484,4.078069082,1.130464414, 
1.122487503,4.078069082,4.093352126, 
1.122487503,4.005716864,2.016162394, 
1.989622972,4.005716864,5.278556144, 
1.989622972,4.178386648,2.89438123, 
2.031761116,4.178386648,6.343930073, 
2.031761116,4.165883306,4.036857262, 
1.832937729,4.165883306,6.342158663, 
1.832937729,4.018552767,3.14379195, 
0.91307006,4.018552767,3.238810207, 
0.91307006,2.765323633,0.815614235, 
-0.315395781,2.765323633,-2.34535778, 
-0.315395781,1.848584779,-3.787226933, 
1.718306715,1.848584779,-0.138269244, 
1.718306715,2.970606544,-1.472954052, 
1.091347509,2.970606544,3.022997984, 
1.091347509,4.040514903,1.883349952, 
1.174467253,4.040514903,4.531038981, 
1.174467253,4.259081681,3.10951876, 
1.911539891,4.259081681,6.379315456, 
1.911539891,4.082505092,4.118344953, 
1.931762933,4.082505092,7.505123884, 
1.931762933,4.10254678,4.194568638, 
1.910084358,4.10254678,6.373745358, 
1.910084358,3.174928673,4.104804407, 
0.9081613,3.174928673,3.042836005, 
0.9081613,2.673399865,0.903183822, 
-1.096426298,2.673399865,-0.470020329, 
-1.096426298,1.692557004,-2.495896565, 
-1.184149714,1.692557004,-2.768270086, 
-1.184149714,2.126819834,-1.688982147, 
0.93713839,2.126819834,1.004553893, 
0.93713839,3.356035339,0.593097194, 
1.021572043,3.356035339,3.382508044, 
1.021572043,4.192402755,2.868053646, 
1.141318357,4.192402755,5.46076974, 
1.141318357,4.1911104,3.361193017, 
1.110289911,4.1911104,6.516304779, 
1.110289911,4.313617638,4.204490719, 
0.978488189,4.313617638,6.392672696, 
0.978488189,4.082611921,4.070899143, 
-0.024629446,4.082611921,3.933852427, 
-0.024629446,3.016641313,1.90274333, 
-1.122261922,3.016641313,-0.365550542, 
-1.122261922,1.942098422,-1.476721895, 
-2.319786255,1.942098422,-4.974020913, 
-2.319786255,1.629122101,-4.619990545, 
-0.115535932,1.629122101,-0.375137324, 
-0.115535932,2.877629237,-0.491199284, 
0.725196824,2.877629237,1.983708316, 
0.725196824,3.859683795,1.027011108, 
0.871789495,3.859683795,4.093861136, 
0.871789495,3.998184997,2.786686462, 
1.063219097,3.998184997,5.373392806, 
1.063219097,4.172470983,3.098732683, 
1.739745581,4.172470983,5.496006891, 
1.739745581,4.215671551,4.133284763, 
1.044502925,4.215671551,5.569212424, 
1.044502925,4.122769405,4.114912786, 
0.760793048,4.122769405,5.135880585, 
0.760793048,3.81643047,2.912637481, 
-1.258243622,3.81643047,0.708661885, 
-1.258243622,2.799403524,0.678720956, 
-2.349234487,2.799403524,-3.735251726, 
-2.349234487,1.774578692,-2.962658047, 
-1.455441535,1.774578692,-4.063471585, 
-1.455441535,2.678867038,-5.076045814, 
-0.447720726,2.678867038,-4.769797374, 
-0.447720726,2.8065259,-3.816605577, 
-0.05392105,2.8065259,-1.486118113, 
-0.05392105,2.776881462,-1.646837585, 
0.050652089,2.776881462,0.811945653, 
0.050652089,2.881435164,-0.448908565, 
1.115497461,2.881435164,2.274013621, 
1.115497461,2.991956391,0.706212734, 
1.788273377,2.991956391,3.347296223, 
1.788273377,3.754288818,1.919653986, 
1.961279196,3.754288818,4.184143519, 
1.961279196,3.827565675,1.940658368, 
1.980059769,3.827565675,5.150127444, 
1.980059769,3.821094214,2.051993785, 
2.041308554,3.821094214,5.212245762, 
2.041308554,3.182870341,2.102072292, 
2.061919818,3.182870341,4.427944922, 
2.061919818,3.184862974,2.0302989, 
1.010622743,3.184862974,4.357342866, 
1.010622743,3.338052567,3.09664443, 
-1.124068957,3.338052567,2.813448291, 
-1.124068957,3.016527419,0.939390774, 
-1.527848667,3.016527419,-3.70625209, 
-1.527848667,1.710397976,-5.013899803, 
-11.67003333,1.710397976,-3.403188015, 
-11.67003333,1.817394083,-6.341082109, 
-9.366392501,1.817394083,1.095823536, 
-9.366392501,3.778660333,-7.094439468, 
-7.072906329,3.778660333,4.503708479, 
-7.072906329,3.086968357,-1.615715428, 
-6.963643021,3.086968357,5.615517906, 
-6.963643021,3.664490014,0.493058675, 
-4.788828932,3.664490014,5.379761531, 
-4.788828932,3.646861222,1.14048486, 
0.71475106,3.646861222,3.252947618, 
0.71475106,3.242717633,2.911672471, 
0.794337882,3.242717633,4.170476416, 
0.794337882,4.043328012,2.964470307, 
0.937841367,4.043328012,4.360187814, 
0.937841367,4.112360169,3.203128198, 
0.932732771,4.112360169,5.448407201, 
0.932732771,4.046044735,4.019682885, 
0.901467907,4.046044735,6.427171086, 
0.901467907,4.808955723,3.333588224, 
0.877985824,4.808955723,7.443102172, 
0.877985824,4.882557207,4.257006687, 
0.873590849,4.882557207,8.502225893, 
0.873590849,4.828808804,4.293487607, 
0.942199638,4.828808804,8.608350912, 
0.942199638,4.206331766,4.211722559, 
1.024231902,4.206331766,6.591483021, 
1.024231902,4.850042578,4.192990995, 
1.013664054,4.850042578,7.613554977, 
1.013664054,4.315350184,4.13975343, 
0.954978931,4.315350184,6.550859902, 
0.954978931,4.978937515,4.270301309, 
0.894557981,4.978937515,7.499919384, 
0.894557981,4.340234939,3.410210045, 
0.887053909,4.340234939,8.651128483, 
0.887053909,4.251439868,4.170077867, 
0.964921672,4.251439868,7.509609124, 
0.964921672,4.349641227,4.170551387, 
0.94642465,4.349641227,8.706467463, 
0.94642465,4.271062639,3.366701669, 
1.184142397,4.271062639,7.833049758, 
1.184142397,4.878182883,4.323338345, 
1.140451237,4.878182883,8.871489777, 
1.140451237,4.99090705,4.196801387, 
0.946395428,4.99090705,8.625517534, 
0.946395428,4.304584638,4.324682509, 
-0.156374681,4.304584638,3.187107258, 
-0.156374681,3.047521266,1.139042227, 
-1.184943328,3.047521266,-1.486123297, 
-1.184943328,1.812673919,-3.351966966, 
0.550317671,1.812673919,-1.415622017, 
0.550317671,2.976638868,-1.456511015, 
0.818379198,2.976638868,1.918263134, 
0.818379198,4.127278553,-0.093939634, 
0.958044401,4.127278553,4.119853636, 
0.958044401,4.292561513,1.869981957, 
1.785086696,4.292561513,5.287116608, 
1.785086696,4.256377314,2.077434646, 
1.877821856,4.256377314,6.559133263, 
1.877821856,5.046251965,4.175759406, 
-0.11446176,5.046251965,2.946821978, 
-0.11446176,2.813705568,-0.196979015, 
-1.462881754,2.813705568,-3.873608937, 
-1.462881754,0.679819168,-5.114189735, 
-1.244494579,0.679819168,-6.256535361, 
-1.244494579,1.76932563,-7.08551445, 
-0.036105962,1.76932563,-2.684396784, 
-0.036105962,3.072937805,-3.682675456, 
0.874094918,3.072937805,0.807190834, 
0.874094918,3.921949639,-1.199271166, 
1.104041527,3.921949639,3.119921389, 
1.104041527,4.146203161,0.883351256, 
1.901913009,4.146203161,5.195396294, 
1.901913009,4.285800173,1.735193415, 
1.901285056,4.285800173,5.372805576, 
1.901285056,4.311330365,2.314614728, 
0.725180879,4.311330365,4.02577133, 
0.725180879,2.934570623,0.810345405, 
-1.200341022,2.934570623,-1.68008342, 
-1.200341022,1.572869087,-3.737898922, 
-1.03474294,1.572869087,-3.857533006, 
-1.03474294,1.863074862,-4.86179631, 
0.046901573,1.863074862,-0.432079555, 
0.046901573,3.195497408,-2.383167765, 
0.698648313,3.195497408,1.9149192, 
0.698648313,4.155134126,-0.01897107, 
0.093497395,4.155134126,2.954454307, 
0.093497395,4.053963959,0.640364452, 
1.026149029,4.053963959,3.38604955, 
1.026149029,4.776528372,0.825763485, 
1.128283032,4.776528372,4.305257376, 
1.128283032,4.241907798,1.954963186, 
1.858767169,4.241907798,5.309884627, 
1.858767169,4.170416564,2.029616836, 
1.880544814,4.170416564,5.449697593, 
1.880544814,4.250523751,3.055757624, 
1.082572634,4.250523751,6.51510848, 
1.082572634,5.02383148,4.177316546, 
-0.030627382,5.02383148,5.329591123, 
-0.030627382,3.101827078,2.129285921, 
-1.235809395,3.101827078,-0.491732052, 
-1.235809395,2.670762421,-1.403163304, 
-0.001730596,2.670762421,0.013811447, 
-0.001730596,3.742203245,-1.22978457, 
-0.06312179,3.742203245,2.045596537, 
-0.06312179,4.198329559,0.891631889, 
0.8152743,4.198329559,3.179490976, 
0.8152743,4.259477511,0.983654725, 
1.860885235,4.259477511,3.480070885, 
1.860885235,4.262600733,1.936636001, 
2.004638654,4.262600733,4.463193468, 
2.004638654,4.916888519,1.893367139, 
2.948252271,4.916888519,5.417124207, 
2.948252271,4.851712552,2.129467241, 
2.259132882,4.851712552,6.506347338, 
2.259132882,4.288281889,3.028134743, 
3.027728709,4.288281889,7.599899334, 
3.027728709,4.207670663,3.34316861, 
2.1941816,4.207670663,5.549647219, 
2.1941816,3.965908077,2.282667514, 
1.614658845,3.965908077,1.106972749, 
1.614658845,2.15811254,-1.443231576, 
0.722615152,2.15811254,-2.600689261, 
0.722615152,2.088796751,-3.631738154, 
1.738513661,2.088796751,-0.440205754, 
1.738513661,3.037853909,-2.209211881, 
2.109754933,3.037853909,2.206253481, 
2.109754933,4.072397643,0.698823041, 
2.160593919,4.072397643,6.251324871, 
2.160593919,4.352477054,3.010402522, 
2.96068241,4.352477054,6.516369385, 
2.96068241,5.057510914,3.964113476, 
1.923359444,5.057510914,5.382870046, 
1.923359444,4.043683507,2.847557192, 
0.849986962,4.043683507,0.96394628, 
0.849986962,2.781859582,-1.296957539, 
-0.020181553,2.781859582,-3.482211413, 
-0.020181553,1.866639121,-3.980307692, 
1.083802559,1.866639121,-1.492897588, 
1.083802559,3.022881189,-2.181863235, 
2.128183533,3.022881189,2.956979546, 
2.128183533,4.06831509,0.844071921, 
2.190433153,4.06831509,6.248259372, 
2.190433153,4.281571831,2.930488281, 
3.024848059,4.281571831,7.399691439, 
3.024848059,4.916301106,3.185806932, 
2.828492186,4.916301106,6.339305896, 
2.828492186,3.945954234,2.130470326, 
0.937517936,3.945954234,1.592418708, 
0.937517936,2.696528403,-1.184116455, 
0.095201325,2.696528403,-2.74946505, 
0.095201325,1.726548657,-3.933513641, 
1.030351431,1.726548657,-2.450486265, 
1.030351431,2.728063783,-3.524627927, 
1.920048958,2.728063783,0.864497931, 
1.920048958,3.114946055,-0.399412893, 
2.143413988,3.114946055,4.056223815, 
2.143413988,3.970446434,1.79669055, 
2.223778617,3.970446434,5.303455632, 
2.223778617,4.2532498,2.97914657, 
2.221425835,4.2532498,6.419452222, 
2.221425835,4.265455411,3.204601756, 
3.04599764,4.265455411,7.465322764, 
3.04599764,4.264855232,3.233458677, 
2.278309413,4.264855232,7.467247993, 
2.278309413,4.258145345,3.492320504, 
3.030167791,4.258145345,8.525556018, 
3.030167791,4.239732537,3.296593479, 
2.140641341,4.239732537,6.16108231, 
2.140641341,3.746388301,1.928751922, 
1.309646729,3.746388301,1.061829304, 
1.309646729,2.182882114,-1.536255883, 
2.116905654,2.182882114,1.759920568, 
2.116905654,3.064000689,-0.417326069, 
2.266268592,3.064000689,3.939671555, 
2.266268592,3.929214954,1.695122832, 
2.290546575,3.929214954,5.436256795, 
2.290546575,4.244253671,2.984518412, 
2.330651438,4.244253671,6.424200645, 
2.330651438,4.288369465,3.34996054, 
2.402447993,4.288369465,7.544955384, 
2.402447993,4.98715416,3.264660766, 
3.290929999,4.98715416,7.702362464, 
3.290929999,4.234160001,3.325970657, 
3.198606731,4.234160001,8.686320647, 
3.198606731,5.007684699,4.07543213, 
4.096217219,5.007684699,9.791564265, 
4.096217219,4.870331293,4.115273835, 
3.251177949,4.870331293,8.748980363, 
3.251177949,4.242267473,4.218320052, 
4.114575644,4.242267473,8.773558065, 
4.114575644,5.061654075,4.128746846, 
3.123650033,5.061654075,9.789563291, 
3.123650033,3.950896693,3.364420059, 
2.172590751,3.950896693,4.461802125, 
2.172590751,3.690482205,0.993231975, 
2.394530353,3.690482205,5.370204999, 
2.394530353,4.256075286,2.219805775, 
3.01117733,4.256075286,6.61965071, 
3.01117733,4.950438109,3.989345997, 
3.157015425,4.950438109,8.698231327, 
3.157015425,5.047783652,4.156175693, 
4.074587662,5.047783652,8.783670328, 
4.074587662,4.176629985,4.294237583, 
3.26288648,4.176629985,9.977292664, 
3.26288648,5.042185129,4.370899136, 
3.249421163,5.042185129,9.887158405, 
3.249421163,5.031689524,5.316897374, 
2.239718705,5.031689524,8.462124517, 
2.239718705,3.233132788,3.294499797, 
0.795527661,3.233132788,0.841272822, 
0.795527661,1.851300941,-2.394999142, 
0.646673084,1.851300941,-3.585227812, 
0.646673084,1.810545233,-4.855837035, 
2.056195857,1.810545233,-0.316864085, 
2.056195857,3.683297739,-1.501047502, 
2.30187764,3.683297739,3.120846028, 
2.30187764,4.841445941,0.812099077, 
3.10417428,4.841445941,6.380232208, 
3.10417428,4.823342992,2.778407142, 
3.102620108,4.823342992,7.415270389, 
3.102620108,4.985799503,3.193752576, 
2.214886259,4.985799503,7.780436729, 
2.214886259,3.994624535,4.140229113, 
1.086108722,3.994624535,2.978345554, 
1.086108722,2.052374853,-0.368670236, 
-0.097509721,2.052374853,-2.849957306, 
-0.097509721,1.721036582,-5.096575467, 
1.121706127,1.721036582,-1.646380092, 
1.121706127,2.932514516,-2.627215473, 
2.16189892,2.932514516,2.042497254, 
2.16189892,4.099976714,0.588655479, 
2.238154697,4.099976714,6.271639908, 
2.238154697,4.949893445,2.210258253, 
2.317627142,4.949893445,8.501518615, 
2.317627142,4.300014013,4.035957208, 
2.283467465,4.300014013,6.369975301, 
2.283467465,3.923924534,2.130585562, 
1.682008758,3.923924534,1.913011178, 
1.682008758,2.638763327,-1.446159071, 
-0.021156688,2.638763327,-3.764327342, 
-0.021156688,1.650050276,-5.813927333, 
1.287286218,1.650050276,-1.46493548, 
1.287286218,2.15318573,-2.747530454, 
2.28535826,2.15318573,1.998353441, 
2.28535826,3.992462863,0.690500456, 
2.30401868,3.992462863,4.280695904, 
2.30401868,4.317248734,1.970214111, 
3.085049536,4.317248734,7.360677162, 
3.085049536,5.017436771,3.172533765, 
2.424153984,5.017436771,7.574373232, 
1.712262361,5.017436771,-1.721087823, 
1.712262361,1.081133127,-4.896807424, 
-0.12818695,1.081133127,-3.638056955, 
-0.12818695,1.82394059,-4.824477642, 
-0.058772046,1.82394059,-4.912593469, 
-0.058772046,2.685402147,-4.975104286, 
1.094908271,2.685402147,-0.463365979, 
1.094908271,2.927634469,-1.472027535, 
1.957079528,2.927634469,1.952343508, 
1.957079528,3.151074651,0.710389973, 
2.195627386,3.151074651,4.051949184, 
2.195627386,3.983422095,1.785653141, 
2.323822757,3.983422095,6.329915448, 
2.323822757,4.21928869,3.094333186, 
2.330387949,4.21928869,6.519637299, 
2.330387949,4.193935918,3.261429037, 
3.120005732,4.193935918,7.606078919, 
3.120005732,4.311100971,4.011071965, 
3.167288639,4.311100971,8.627556172, 
3.167288639,5.027013303,4.176288043, 
2.348448339,5.027013303,8.618581324, 
2.348448339,4.160606664,4.228518105, 
2.172612442,4.160606664,6.437994163, 
2.172612442,4.728042907,3.167154682, 
1.791361986,4.728042907,3.215842113, 
1.791361986,3.846189833,1.04175951, 
2.882536794,3.846189833,4.237383841, 
2.882536794,4.00050146,1.985484921, 
3.028713973,4.00050146,6.519757767, 
3.028713973,4.258908437,4.026147166, 
3.152106976,4.258908437,7.5646303, 
3.152106976,4.251595253,4.173639406, 
3.212581531,4.251595253,9.79516312, 
3.212581531,4.202485708,5.095192764, 
4.038439918,4.202485708,7.810118779, 
4.038439918,4.256412147,4.268073439, 
4.11273408,4.256412147,8.841842097, 
4.11273408,4.981778872,4.306735865, 
4.194783985,4.981778872,9.916930534, 
4.194783985,4.251271213,5.284329491, 
3.236108517,4.251271213,10.90697604, 
3.236108517,4.258417115,5.195145614, 
4.19657335,4.258417115,10.9972567, 
4.19657335,4.250638671,4.46128188, 
3.188692688,4.250638671,9.687901717, 
3.188692688,4.057688442,5.018980863, 
2.224829253,4.057688442,5.336002354, 
2.224829253,3.093156199,1.173746877, 
2.204560577,3.093156199,2.803622483, 
2.204560577,3.782208717,0.797196719, 
3.120282216,3.782208717,4.365099537, 
3.120282216,4.090225435,2.052103856, 
4.059074066,4.090225435,7.377059179, 
4.059074066,4.139773512,3.9144359, 
4.158078972,4.139773512,9.694755478, 
4.158078972,4.137218626,4.187177022, 
3.397804532,4.137218626,10.94843406, 
3.397804532,4.202065781,4.321535069, 
3.16066407,4.202065781,8.492111897, 
3.16066407,3.684850695,2.978146874, 
1.026786705,3.684850695,0.067759453, 
1.026786705,1.776108151,-3.363241262, 
-0.023818749,1.776108151,-3.965824583, 
-0.023818749,1.656825622,-6.264033555, 
1.09493336,1.656825622,-2.847044011, 
1.09493336,2.017555014,-4.823278238, 
2.335656507,2.017555014,1.586353152, 
2.335656507,3.641360652,-1.386429805, 
3.14660418,3.641360652,3.370819897, 
3.14660418,4.073026537,1.820919864, 
3.300099702,4.073026537,6.375213616, 
3.300099702,4.111929434,2.858925381, 
3.176039197,4.111929434,6.528023626, 
3.176039197,4.093329751,3.334576255, 
1.259184276,4.093329751,2.107332887, 
1.259184276,2.026697614,-1.386108273, 
-1.112210343,2.026697614,-1.727890098, 
-1.112210343,0.62388214,-7.35967302, 
0.723698031,0.62388214,-5.989149217, 
0.723698031,1.82763418,-7.191938471, 
1.183827285,1.82763418,-2.581244698, 
1.183827285,2.743311608,-4.723820431, 
2.156600564,2.743311608,0.623321662, 
2.156600564,3.205074313,-1.399496733, 
2.149724188,3.205074313,2.100526965, 
2.149724188,4.00531869,0.624954327, 
3.031323309,4.00531869,5.207980848, 
3.031323309,4.266556252,2.138988369, 
3.035836897,4.266556252,6.408386034, 
3.035836897,4.998911768,3.239064794, 
3.061952276,4.998911768,7.505136047, 
3.061952276,4.849167166,3.23517974, 
1.977775182,4.849167166,4.273526754, 
1.977775182,3.172161879,1.741656907, 
0.614305963,3.172161879,-0.361740449, 
0.614305963,1.943592579,-3.442869779, 
-0.153679068,1.943592579,-5.000463789, 
-0.153679068,1.817129905,-6.151896604, 
0.087058393,1.817129905,-2.833224452, 
0.087058393,2.781894151,-3.73584722, 
1.777344403,2.781894151,0.68469729, 
1.777344403,3.105891367,-0.562504521, 
2.151129308,3.105891367,3.118932915, 
2.151129308,4.009903771,1.119071356, 
2.252622847,4.009903771,5.144316468, 
2.252622847,4.280232622,2.194019595, 
3.071071048,4.280232622,6.463230367, 
3.071071048,4.360807693,3.191974568, 
3.188873713,4.360807693,8.55212973, 
3.188873713,4.921891004,3.389687431, 
3.20559684,4.921891004,6.816167425, 
3.20559684,4.294995549,4.212856708, 
2.396574994,4.294995549,7.546054109, 
2.396574994,4.246775437,4.207452444, 
2.197606337,4.246775437,6.464758323, 
2.197606337,4.074939682,3.879355593, 
1.794611285,4.074939682,4.327971503, 
1.794611285,3.721713033,1.859693397, 
1.000968746,3.721713033,0.829642203, 
1.000968746,2.968999753,-0.337226353, 
2.12224669,2.968999753,3.062163229, 
2.12224669,3.883609052,0.964397096, 
2.865082475,3.883609052,4.53501811, 
2.865082475,4.161942794,3.018676853, 
3.114510583,4.161942794,6.432017909, 
3.114510583,4.203294847,2.296541714, 
3.252395142,4.203294847,7.513876635, 
3.252395142,4.255317864,4.044115704, 
3.150482933,4.255317864,7.528724191, 
3.150482933,4.868451302,3.983968514, 
3.162453314,4.868451302,7.620954366, 
3.162453314,4.205513821,4.121493527, 
3.227185067,4.205513821,7.592107109, 
3.227185067,4.221469474,4.130884543, 
3.328207162,4.221469474,8.68801557, 
3.328207162,4.932180112,4.134749678, 
3.250559997,4.932180112,8.746702326, 
3.250559997,4.295794984,4.376072166, 
3.178230997,4.295794984,7.682203782, 
3.178230997,4.176219655,4.317329037, 
2.401466623,4.176219655,6.855127671, 
2.401466623,3.993055397,3.34910888, 
1.883341013,3.993055397,3.200291809, 
1.883341013,2.981442347,0.613348916, 
2.149629431,2.981442347,3.166854167, 
2.149629431,3.932552877,0.778976234, 
2.800102669,3.932552877,3.492965106, 
2.800102669,4.064965942,1.762680924, 
3.08156516,4.064965942,4.391560628, 
3.08156516,4.166720051,1.844251164, 
3.190262171,4.166720051,6.422790718, 
3.190262171,4.824793164,3.077445411, 
3.186146718,4.824793164,6.325172772, 
3.186146718,4.269131996,2.982831934, 
3.288440988,4.269131996,8.554412937, 
3.288440988,4.92218918,3.106242932, 
3.135929608,4.92218918,7.465312742, 
3.135929608,4.880305617,4.071766481, 
2.173132591,4.880305617,6.667980685, 
2.173132591,3.860407595,2.975971746, 
1.038433662,3.860407595,2.15270112, 
1.038433662,2.845534625,-0.413141269, 
-0.275788426,2.845534625,-3.833266628, 
-0.275788426,1.80316307,-5.022905429, 
0.918522259,1.80316307,-1.578391654, 
0.918522259,2.65043751,-2.791257937, 
1.8161414,2.65043751,-0.24672871, 
1.8161414,2.842522966,-1.542135629, 
2.222556124,2.842522966,3.085975879, 
2.222556124,4.147354136,1.118876791, 
2.356899032,4.147354136,6.399511651, 
2.356899032,4.996363515,3.373324712, 
3.021967269,4.996363515,6.652876219, 
3.021967269,5.057071687,3.335602409, 
4.041080293,5.057071687,7.624546319, 
4.041080293,4.287858304,4.16055333, 
2.365910594,4.287858304,7.481044522, 
2.365910594,4.060873445,3.153121587, 
1.988508245,4.060873445,2.210810535, 
1.988508245,2.295217203,-1.32782842, 
-0.005962662,2.295217203,-3.446173163, 
-0.005962662,1.781021214,-4.873527393, 
1.142118991,1.781021214,-2.60081106, 
1.142118991,2.81299346,-4.52835511, 
2.236286938,2.81299346,2.012851757, 
2.236286938,4.065026894,-0.096843023, 
2.297473227,4.065026894,4.297823439, 
2.297473227,4.26784917,2.860184152, 
3.033746526,4.26784917,6.566994953, 
3.033746526,5.097953992,3.219427024, 
3.1461312,5.097953992,6.765859642, 
3.1461312,5.124177825,3.395192287, 
3.19921999,5.124177825,7.522183697, 
3.19921999,4.242712148,4.012918025, 
3.296015108,4.242712148,8.752520481, 
3.296015108,4.252219695,4.130987116, 
3.366007475,4.252219695,8.758859383, 
3.366007475,4.239337243,4.361767253, 
3.226192725,4.239337243,8.785063657, 
3.226192725,4.894689941,4.367688489, 
1.950809428,4.894689941,4.482419535, 
1.950809428,3.134411745,1.706054403, 
1.080120757,3.134411745,-0.089736103, 
1.080120757,2.661380869,-2.476196225, 
2.043412478,2.661380869,0.941789373, 
2.043412478,3.23840574,-1.183910644, 
3.010478723,3.23840574,3.146808725, 
3.010478723,4.076252628,1.087104682, 
3.115474879,4.076252628,5.503747583, 
3.115474879,4.895432701,3.076837687, 
3.083782893,4.895432701,6.544639809, 
3.083782893,4.168192923,4.082012661, 
3.171894509,4.168192923,6.734378864, 
3.171894509,4.204601218,4.024774339, 
3.077106792,4.204601218,7.506361728, 
3.077106792,4.095000049,3.190984885, 
1.850765777,4.095000049,3.049067363, 
1.850765777,2.999435885,-0.358620071, 
0.686904592,2.999435885,-1.414673118, 
0.686904592,1.862303165,-3.740331141, 
-0.051840625,1.862303165,-4.011764141, 
-0.051840625,1.912172468,-4.717566913, 
1.291447249,1.912172468,-0.391560868, 
1.291447249,2.837205408,-2.484885102, 
2.922835654,2.837205408,2.979380604, 
2.922835654,3.872875342,0.669467139, 
3.018428116,3.872875342,4.271361117, 
3.018428116,4.137049531,2.061222166, 
3.063225149,4.137049531,6.392655613, 
3.063225149,4.200024446,3.283120851, 
2.290101802,4.200024446,6.410923548, 
2.290101802,4.140862284,3.22875393, 
2.047780606,4.140862284,3.138038329, 
2.047780606,2.917051814,-0.262495814, 
0.872035609,2.917051814,-0.567727967, 
0.872035609,2.036673334,-2.653668584, 
1.18120379,2.036673334,-0.291596071, 
1.18120379,2.714340282,-1.602794311, 
2.186947147,2.714340282,2.158832786, 
2.186947147,3.282807175,-0.121711359, 
2.911451744,3.282807175,4.270919326, 
2.911451744,4.099118473,2.211542835, 
2.989593078,4.099118473,6.281655993, 
2.989593078,4.281427177,3.181271037, 
3.166673965,4.281427177,7.523695204, 
3.166673965,4.295605235,3.506633081, 
3.014805989,4.295605235,7.553734427, 
3.014805989,4.296186313,4.151907896, 
2.315796907,4.296186313,6.535217425, 
2.315796907,4.096476532,3.005688782, 
1.788446523,4.096476532,2.349422554, 
1.788446523,2.948653352,-0.263467742, 
1.846409531,2.948653352,1.605799992, 
1.846409531,3.052140861,-0.394425622, 
2.280796122,3.052140861,3.904292957, 
2.280796122,4.041675599,2.004400428, 
2.365087351,4.041675599,5.304017476, 
2.365087351,4.325713061,2.276961102, 
3.180056166,4.325713061,7.451366658, 
3.180056166,4.959031277,3.279457893, 
3.182977466,4.959031277,7.594895228, 
3.182977466,4.913957806,4.200537189, 
3.294926568,4.913957806,8.717948244, 
3.294926568,4.211958647,4.401209897, 
4.147329724,4.211958647,9.732955134, 
4.147329724,4.284797371,4.469430335, 
4.228706701,4.284797371,12.13649294, 
4.228706701,4.957864214,5.087100732, 
4.400827212,4.957864214,13.26927701, 
4.400827212,4.238463648,6.131274182, 
3.320806877,4.238463648,11.92679507, 
3.320806877,3.880873842,3.048852927, 
1.951068281,3.880873842,2.940494491, 
1.951068281,3.118393729,-0.131923038, 
3.021582892,3.118393729,4.024782695, 
3.021582892,4.078069704,1.80568807, 
2.490051568,4.078069704,5.547910435, 
2.490051568,4.321041789,3.076036144, 
3.292533463,4.321041789,7.519461865, 
3.292533463,4.373933755,4.235209289, 
3.198276324,4.373933755,8.613344019, 
3.198276324,4.290107454,4.325975098, 
4.148551177,4.290107454,8.758701735, 
4.148551177,4.273777898,4.447699279, 
3.227142826,4.273777898,7.867120956, 
3.227142826,5.030338544,5.28376801, 
2.332970508,5.030338544,8.684649079, 
2.332970508,4.137739507,4.046153406, 
1.071800394,4.137739507,2.862940444, 
1.071800394,2.82850175,0.544899811, 
-0.195390888,2.82850175,-2.767823963, 
-0.195390888,1.827269691,-3.960584564, 
-0.047526913,1.827269691,-3.830804831, 
-0.047526913,2.065232419,-4.759961713, 
1.14911329,2.065232419,-0.227355107, 
1.14911329,3.120915493,-1.305618223, 
2.20600374,3.120915493,3.03989364, 
2.20600374,4.149363423,0.932138312, 
2.318015779,4.149363423,6.27829159, 
2.318015779,4.931543526,3.179779027, 
2.876693263,4.931543526,6.527475764, 
2.876693263,4.958046879,4.153126623, 
1.839110806,4.958046879,5.166214844, 
