 X Translation (mm), Y Translation (mm), Z Translation (mm),,,,,,, 
-1.08207073,-1.449238694,-1.078693864,,,,,,, 
-1.059838933,-1.449238694,-1.333024311,,,,,,, 
-1.059838933,-1.678987193,-2.74058318,,,,,,, 
-0.849066703,-1.678987193,-2.795073252,,,,,,, 
-0.849066703,-1.703143189,-4.174090609,,,,,,, 
-0.861950061,-1.703143189,-3.129765285,,,,,,, 
-0.861950061,-2.360502578,-2.848472942,,,,,,, 
-0.938433198,-2.360502578,-1.360868872,,,,,,, 
-0.938433198,-1.373470362,-1.145615752,,,,,,, 
-1.090975096,-1.373470362,-0.153704136,,,,,,, 
-1.090975096,-1.727206695,-0.730587202,,,,,,, 
-1.024652047,-1.727206695,0.031131962,,,,,,, 
-1.024652047,-1.401735646,-0.590380728,,,,,,, 
-1.007888024,-1.401735646,-0.239266129,,,,,,, 
-1.007888024,-1.770870897,-1.820020277,,,,,,, 
-0.90289298,-1.770870897,-1.832858119,,,,,,, 
-0.90289298,-1.375931581,-3.137348783,,,,,,, 
-0.857676331,-1.375931581,-3.040801595,,,,,,, 
-0.857676331,-1.783229541,-4.167997253,,,,,,, 
-0.870335422,-1.783229541,-1.876582668,,,,,,, 
-0.870335422,-1.372619999,-1.694318062,,,,,,, 
-0.961834027,-1.372619999,-0.825187736,,,,,,, 
-0.961834027,-1.741411312,-1.175306955,,,,,,, 
-1.047179561,-1.741411312,-0.474917186,,,,,,, 
-1.047179561,-1.414548935,-0.647277841,,,,,,, 
-1.066698773,-1.414548935,0.181446862,,,,,,, 
-1.066698773,-1.549914494,-0.241076928,,,,,,, 
-1.072120061,-1.549914494,0.233171279,,,,,,, 
-1.072120061,-1.410002638,-0.730298996,,,,,,, 
-1.087460924,-1.410002638,-0.68945623,,,,,,, 
-1.087460924,-1.786432784,-2.353294877,,,,,,, 
-0.982905778,-1.786432784,-2.004327536,,,,,,, 
-0.982905778,-1.4389545,-3.434661776,,,,,,, 
-0.841671109,-1.4389545,-2.934233773,,,,,,, 
-0.841671109,-1.813874076,-2.894235302,,,,,,, 
-0.908183973,-1.813874076,-1.379769399,,,,,,, 
-0.908183973,-1.239713532,-1.258980885,,,,,,, 
-0.993910328,-1.239713532,-0.291463658,,,,,,, 
-0.993910328,-1.473616905,-1.101016957,,,,,,, 
-1.035619201,-1.473616905,-0.070799941,,,,,,, 
-1.035619201,-1.250662514,-0.571045107,,,,,,, 
-0.882544995,-1.250662514,0.266845526,,,,,,, 
-0.882544995,-1.46989471,-0.218751984,,,,,,, 
-0.966087812,-1.46989471,0.237085486,,,,,,, 
-0.966087812,-1.276678609,-0.698792893,,,,,,, 
-0.843081672,-1.276678609,-0.813102491,,,,,,, 
-0.843081672,-1.406422321,-2.213676689,,,,,,, 
-0.845201569,-1.406422321,-2.488469584,,,,,,, 
-0.845201569,-1.425866731,-4.051474434,,,,,,, 
-0.60768599,-1.425866731,-3.509578844,,,,,,, 
-0.60768599,-1.270572554,-3.078644359,,,,,,, 
-0.823935647,-1.270572554,-1.567120466,,,,,,, 
-0.823935647,-1.186694929,-1.534204417,,,,,,, 
-0.760868145,-1.186694929,-0.584541348,,,,,,, 
-0.760868145,-1.123800025,-0.283844602,,,,,,, 
-0.974263669,-1.123800025,0.118077014,,,,,,, 
-0.974263669,-1.379421669,-0.5483917,,,,,,, 
-0.797893014,-1.379421669,0.228156932,,,,,,, 
-0.797893014,-1.059928445,-0.270499672,,,,,,, 
-0.814801522,-1.059928445,-0.21055335,,,,,,, 
-0.814801522,-1.333257961,-1.255904804,,,,,,, 
-0.616840564,-1.333257961,-1.352175393,,,,,,, 
-0.616840564,-1.088807101,-2.430662039,,,,,,, 
-0.691522418,-1.088807101,-2.75343447,,,,,,, 
-0.691522418,-1.352035174,-2.873326494,,,,,,, 
-0.616746712,-1.352035174,-1.380993215,,,,,,, 
-0.616746712,-1.030643533,-1.222652879,,,,,,, 
-0.929901647,-1.030643533,-0.113549356,,,,,,, 
-0.929901647,-1.381337813,-0.601483229,,,,,,, 
-0.750344808,-1.381337813,0.246280916,,,,,,, 
-0.750344808,-1.104628892,-0.016703554,,,,,,, 
-0.942115947,-1.104628892,0.402554108,,,,,,, 
-0.942115947,-1.55802902,-0.601827336,,,,,,, 
-0.752465337,-1.55802902,-0.616210141,,,,,,, 
-0.752465337,-1.310466597,-1.468991897,,,,,,, 
-0.776237998,-1.310466597,-1.751730553,,,,,,, 
-0.776237998,-1.537234835,-3.341980595,,,,,,, 
-0.521180691,-1.537234835,-3.403118641,,,,,,, 
-0.521180691,-1.207373241,-3.18867616,,,,,,, 
-0.690516896,-1.207373241,-1.771698567,,,,,,, 
-0.690516896,-1.627115695,-1.75337035,,,,,,, 
-0.646940879,-1.627115695,-0.738726761,,,,,,, 
-0.646940879,-1.256114536,-0.728664947,,,,,,, 
-0.877291063,-1.256114536,0.156787836,,,,,,, 
-0.877291063,-1.622722354,-0.506460296,,,,,,, 
-0.726253439,-1.622722354,0.325819039,,,,,,, 
-0.726253439,-1.414981903,-0.050122656,,,,,,, 
-0.871660137,-1.414981903,0.502631698,,,,,,, 
-0.871660137,-1.776510303,-0.712266976,,,,,,, 
-0.780630622,-1.776510303,-0.277138594,,,,,,, 
-0.780630622,-1.525630069,-1.619478243,,,,,,, 
-0.866385125,-1.525630069,-1.721384796,,,,,,, 
-0.866385125,-1.805558479,-3.649838371,,,,,,, 
-0.58157495,-1.805558479,-3.767180508,,,,,,, 
-0.58157495,-1.761436212,-5.272469412,,,,,,, 
-0.548126018,-1.761436212,-3.795688783,,,,,,, 
-0.548126018,-2.510908407,-4.103329198,,,,,,, 
-0.866868931,-2.510908407,-2.369002837,,,,,,, 
-0.866868931,-1.79809486,-2.96113958,,,,,,, 
-0.802666315,-1.79809486,-1.943338564,,,,,,, 
-0.802666315,-1.921436427,-2.935932597,,,,,,, 
-0.773887819,-1.921436427,-2.367139737,,,,,,, 
-0.773887819,-1.648262598,-2.485596218,,,,,,, 
-0.945216743,-1.648262598,-1.040554454,,,,,,, 
-0.945216743,-1.772877697,-1.209696007,,,,,,, 
-0.955264913,-1.772877697,-0.502904901,,,,,,, 
-0.955264913,-1.564022299,-0.231048449,,,,,,, 
-1.085912316,-1.564022299,0.171707434,,,,,,, 
-1.085912316,-1.591835878,-0.042727027,,,,,,, 
-1.007527835,-1.591835878,-0.661613281,,,,,,, 
-1.007527835,-1.509456357,-1.745099222,,,,,,, 
-0.95304314,-1.509456357,-2.590072349,,,,,,, 
-0.95304314,-1.831285166,-4.412662455,,,,,,, 
-0.619926949,-1.831285166,-4.830378627,,,,,,, 
-0.619926949,-1.909351895,-6.596158747,,,,,,, 
-0.685632599,-1.909351895,-4.915047668,,,,,,, 
-0.685632599,-1.54402332,-4.014354508,,,,,,, 
-0.869379692,-1.54402332,-1.567084596,,,,,,, 
-0.869379692,-1.424346409,-1.555514759,,,,,,, 
-1.022298571,-1.424346409,-0.863852826,,,,,,, 
-1.022298571,-1.52380986,-1.122642921,,,,,,, 
-0.850631094,-1.52380986,-0.125806101,,,,,,, 
-0.850631094,-1.300582451,-0.662342072,,,,,,, 
-1.010335851,-1.300582451,-0.051811013,,,,,,, 
-1.010335851,-1.551770319,-1.353282176,,,,,,, 
-0.823913936,-1.551770319,-1.557692074,,,,,,, 
-0.823913936,-1.326346038,-3.101176883,,,,,,, 
-0.729261652,-1.326346038,-3.55407358,,,,,,, 
-0.729261652,-1.771125112,-5.934949952,,,,,,, 
-0.474072187,-1.771125112,-5.05390741,,,,,,, 
-0.474072187,-1.218966353,-4.402151877,,,,,,, 
-0.878706895,-1.218966353,-2.18347832,,,,,,, 
-0.878706895,-1.619020858,-2.506756495,,,,,,, 
-0.863373638,-1.619020858,-1.045004468,,,,,,, 
-0.863373638,-1.1597044,-0.999038718,,,,,,, 
-0.884760086,-1.1597044,-0.61858593,,,,,,, 
-0.884760086,-1.43715971,-0.915639135,,,,,,, 
-0.895673956,-1.43715971,0.034259034,,,,,,, 
-0.895673956,-1.276718244,-0.182805532,,,,,,, 
-0.905226575,-1.276718244,-0.22067844,,,,,,, 
-0.905226575,-1.349593717,-1.459547276,,,,,,, 
-0.828892102,-1.349593717,-2.212869827,,,,,,, 
-0.828892102,-1.296347644,-3.594061875,,,,,,, 
-0.561139305,-1.296347644,-4.045185125,,,,,,, 
-0.561139305,-1.363015129,-5.278094778,,,,,,, 
-0.629141074,-1.363015129,-3.500596787,,,,,,, 
-0.629141074,-1.227454167,-2.718479799,,,,,,, 
-0.737729607,-1.227454167,-1.231713231,,,,,,, 
-0.737729607,-0.957301568,-1.119767858,,,,,,, 
-0.892647803,-0.957301568,-0.68767259,,,,,,, 
-0.892647803,-1.149779307,-0.842125978,,,,,,, 
-0.806508295,-1.149779307,-0.055566308,,,,,,, 
-0.806508295,-0.842974504,-0.154195874,,,,,,, 
-0.866640205,-0.842974504,0.191722546,,,,,,, 
-0.866640205,-1.197338519,-0.019544266,,,,,,, 
-0.779306116,-1.197338519,-0.047152444,,,,,,, 
-0.779306116,-0.992962174,-0.935422014,,,,,,, 
-0.705783453,-0.992962174,-1.24498322,,,,,,, 
-0.705783453,-1.513496093,-2.978098577,,,,,,, 
-0.509504441,-1.513496093,-3.169699494,,,,,,, 
-0.509504441,-1.169713482,-4.142422176,,,,,,, 
-0.55737654,-1.169713482,-1.998643308,,,,,,, 
-0.55737654,-1.514037131,-1.749886824,,,,,,, 
-0.69270313,-1.514037131,-0.897370368,,,,,,, 
-0.69270313,-0.97857226,-0.814854573,,,,,,, 
-0.69038918,-0.97857226,-0.020745113,,,,,,, 
-0.69038918,-1.394242385,-0.556954262,,,,,,, 
-0.713875827,-1.394242385,0.149011164,,,,,,, 
-0.713875827,-1.099983748,0.053692124,,,,,,, 
-0.727483812,-1.099983748,0.269967802,,,,,,, 
-0.727483812,-1.507242939,-0.07068722,,,,,,, 
-0.768439066,-1.507242939,0.276218077,,,,,,, 
-0.768439066,-1.069418497,-0.228595177,,,,,,, 
-0.742160583,-1.069418497,-0.680119125,,,,,,, 
-0.742160583,-1.519867781,-1.935702746,,,,,,, 
-0.726090211,-1.519867781,-1.718983106,,,,,,, 
-0.726090211,-0.987336858,-2.98278959,,,,,,, 
-0.61128739,-0.987336858,-2.326719765,,,,,,, 
-0.61128739,-1.547338478,-2.32921124,,,,,,, 
-0.785282338,-1.547338478,-0.766530639,,,,,,, 
-0.785282338,-1.158780883,-0.937902349,,,,,,, 
-0.757692404,-1.158780883,-0.012684702,,,,,,, 
-0.757692404,-1.286894836,-0.154050608,,,,,,, 
-0.799069771,-1.286894836,0.161820538,,,,,,, 
-0.799069771,-1.240077146,-0.038535843,,,,,,, 
-0.777584954,-1.240077146,0.184452903,,,,,,, 
-0.777584954,-0.989678855,0.167840544,,,,,,, 
-0.869907127,-0.989678855,0.215668325,,,,,,, 
-0.869907127,-1.283111424,0.056339886,,,,,,, 
-0.828995106,-1.283111424,-0.092527725,,,,,,, 
-0.828995106,-1.161552415,-0.710922709,,,,,,, 
-0.885220095,-1.161552415,-1.264576133,,,,,,, 
